gov_id|english_name|chinese_name,address|district|latitude|longitude|email|telephone|fax|placement_type|valid_license_since
1825|Timpo Employment Service Co.|添寶僱傭服務公司|Room 510, 5th floor, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3159645|lng: 114.1719475| | | |Foreign Domestic Helpers|2015
1829|PROFESSIONAL GOODHELPER SERVICES COMPANY|致尚僱傭服務公司|Room 1201, 12th floor, Corn Yan Centre, 3 Jupiter Street, Fortress Hill, Hong Kong|Eastern District|lat: 22.2862201|lng: 114.1924944| |28919879|28919876|Foreign Domestic Helpers|2015
1853|Suerte Employment Agency|一鳴僱傭|Room 26, 12th floor, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong, Kowloon|Kwun Tong District|lat: 22.3101147|lng: 114.2270687|enquiry@jatming.com|36176000|39569226|Foreign Domestic Helpers|2015
1884|CLARICH EMPLOYMENT COMPANY||Unit 03, 12th floor, Keen Hung Commercial Building, 80 Queen's Road East, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2766052|lng: 114.1696434|pbi.clarachung@gmail.com|21809016|25743304|Foreign Domestic Helpers|2016
1896|OK Employment Agency|OK僱傭公司|Shop 233, 2nd floor, The Capital, Park Hotel, 61-65 Chatham Road South, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2996468|lng: 114.1754107|ok_info@yahoo.com|26016089|83445946|Foreign Domestic Helpers|2016
1899|ANPO SERVICES CO.|桉蒲服務公司|Room 05, 12Ath floor, Enterprise Building, 228 Queen's Road Central, Sheung Wan, Hong Kong|Central and Western District|lat: 22.2845790|lng: 114.1516688|portiachanhk@gmail.com|90982626| |Foreign Domestic Helpers|2016
1919|Joyful Employment Service|加力僱傭中心|Flat 182, 10th floor, Luen Tak Building, 180-188A Des Voeux Road West, Sai Ying Pun, Hong Kong|Central and Western District|lat: 22.2876906|lng: 114.1434941| | | |Foreign Domestic Helpers, Imported Worker|2016
1949|GOLDEN MATCH EMPLOYMENT COMPANY|金沛僱傭公司|Flat B1, 3rd floor, Astoria Building, 34 Ashley Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2975606|lng: 114.1705723|goldenmatchemployment@gmail.com|29592633| |Foreign Domestic Helpers|2016
1970|PRESENT EMPLOYMENT SERVICES CENTRE|一心僱傭中心|Shop 158, Maxi Base, Maximall City Garden, North Point, Hong Kong|Eastern District|lat: 22.2906558|lng: 114.1941683|presentholy158@yahoo.com|28869829|28868600|Foreign Domestic Helpers|2016
1987|INDO-CHINESE EMPLOYMENT LIMITED|印華僱傭有限公司|Shop 21, 1st floor, Fook Tin Building, 38 Wai Chi Street, Shek Kip Mei, Kowloon|Sham Shui Po District|lat: 22.3347376|lng: 114.1665719| |23192969|31170181|Foreign Domestic Helpers|2016
1996|Gracefield Employment Service Limited|盛恩僱傭有限公司|Shop C, Ground floor, Shung Bon Building, 5-11 Thomson Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2772490|lng: 114.1707460| |31758123| |Foreign Domestic Helpers|2016
2007|GET ON EMPLOYMENT AGENCY|得安僱傭中心|Room 813, 8th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3169020|lng: 114.1702141| | | |Foreign Domestic Helpers|2016
2024|WALTZ. T. DEVELOPMENT CO., LIMITED|華穗發展有限公司|No. 2, 1st floor, Wing Ning Lei, Wang Toi Shan, Pat Heung, Yuen Long, New Territories|Yuen Long District|lat: 22.4426942|lng: 114.0811223| | | |Foreign Domestic Helpers|2016
2042|GOLDEN WIN EMPLOYMENT AGENCY LIMITED|高菲僱傭有限公司|Shop 1015, 1st floor, Smiling Shaukeiwan Plaza, 17 Nam Hong Street, Shau Kei Wan, Hong Kong|Eastern District|lat: 22.2778270|lng: 114.2259532| | | |Foreign Domestic Helpers|2019
2043|Golden Queen Employment Agency Limited|皇后僱傭有限公司|Shop FA, Ground floor, Whampoa Estate, 27 Tak Man Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3059813|lng: 114.1880566| | | |Foreign Domestic Helpers|2016
2044|Profit Plus Employment Agency|萬盈僱傭|Shop 110, 1st floor, Richland Gardens Shopping Centre, 80 Wang Kwong Road, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3303450|lng: 114.2058140| | | |Foreign Domestic Helpers, Local Domestic Helpers|2016
2048|MOUNT EVEREST DOMESTIC HELPERS AGENCY||Flat A, 2nd floor, Tower 16, The Parcville, 33 Yuen Long Kau Hui Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4511929|lng: 114.0334350| |27069997| |Foreign Domestic Helpers, Local Domestic Helpers|2016
2052|SPEAKE & CL SERVICE COMPANY||Room 2410, 24th floor, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3159829|lng: 114.1719424|info@speakeclservice.com|35211618| |Foreign Domestic Helpers|2017
2055|VENUS CHAN EMPLOYMENT AGENCY||Room C, 10th floor, Ko Kie Building, 9-11 Jordan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3058160|lng: 114.1722060| |23888985| |Foreign Domestic Helpers, Local Domestic Helpers|2016
2062|H&H; DEVELOPMENT LIMITED|琋珩實業有限公司|Unit B1, 18th floor, Chai Wan Industrial Centre, 20 Lee Chung Street, Chai Wan, Hong Kong|Eastern District|lat: 22.2662710|lng: 114.2367259|kctradinghk@gmail.com|29769955|29769599|Foreign Domestic Helpers|2016
2067|EMPIRE FAIR (FAR EAST) CO.|世滙僱傭中心|Flat 1201, 12th floor, Haleson Building, 1 Jubilee Street, Central, Hong Kong|Central and Western District|lat: 22.2841450|lng: 114.1548239|info@empirefair.com.hk|25436989|25456390|Foreign Domestic Helpers|2016
2085|Wing Yee Employment Company Limited|穎怡僱傭有限公司|Shop S10, 2nd floor, Cathay 88, 125 Wan Chai Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2766389|lng: 114.1759366|wingyee0711@gmail.com|68360068|25286166|Foreign Domestic Helpers|2016
2088|SIN HANG EMPLOYMENT CENTRE|善衡僱傭中心|Shop 27, Ground floor, Fung Cheng Building, 340 Un Chau Street, Cheung Sha Wan, Kowloon|Sham Shui Po District|lat: 22.3964280|lng: 114.1094970|manyee_ip@hotmail.com|59613133| |Foreign Domestic Helpers|2016
2134|Best Ka Hei Employment Agency|家曦寶僱傭中心|Shop 6, Ground floor, Tai Fung Plaza, 72-76 Lion Rock Road, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3298980|lng: 114.1882940| | | |Foreign Domestic Helpers, Local Domestic Helpers|2017
2135|Kex Industrial Company||Room 1710, 17th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong|Central and Western District|lat: 22.2826315|lng: 114.1555936|kex@consultant.com|25228071|28697900|Foreign Domestic Helpers|2017
2138|Premier Port Group Limited||Room B, 5th floor, Everwin Mansion, 18 Johnston Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2769645|lng: 114.1699917|premierport1207@gmail.com|51135555|35996059|Foreign Domestic Helpers, Local Domestic Helpers|2017
2155|M. Wise Company|俊金來公司|Shop 14, 1st floor, Hong Lok Square, 8 Yuen Long Hong Lok Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4433347|lng: 114.0269885|cocom.wise@gmail.com|24760868|24761135|Foreign Domestic Helpers|2017
2165|PALPALI EMPLOYMENT AGENCY||Flat A, 7th floor, 56-60 Wan Chai Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2758297|lng: 114.1743682|PALPALIAGENCY2015@GMAIL.COM|28977709|23770316|Foreign Domestic Helpers, Local Domestic Helpers|2017
2167|JOYFUL HOME-EMPLOY|樂恩僱傭中心|Room 302, Block B, 3rd floor, Whampoa Building, 15 Ming On Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3065202|lng: 114.1855040|joyfulemploy@gmail.com|39159119|30030117|Foreign Domestic Helpers|2017
2170|SAMSON EMPLOYMENT AGENCY|盛深僱傭中心|Room A, Mezzanine floor, 345 Tai Nan Street, Sham Shui Po, Kowloon|Southern District|lat: 22.3295610|lng: 114.1599690|samson.agency@yahoo.com|92260709|28779277|Foreign Domestic Helpers, Local Domestic Helpers|2017
2196|JOY UNITED HK LIMITED|欣聯顧問有限公司|Unit 993, Level 9, Central Building, 1-3 Pedder Street, Central, Hong Kong|Central and Western District|lat: 22.2812167|lng: 114.1574417|info@joyunitedhk.com|39752817|39752800|Foreign Domestic Helpers|2017
2207|MEI SENG EMPLOYMENT SERVICES|美誠僱傭服務|Shop 112, Lek Yuen Plaza, Lek Yuen Estate, Sha Tin, New Territories|Sha Tin District|lat: 22.3845160|lng: 114.1918620|meisenginfo@yahoo.com|59895386| |Foreign Domestic Helpers, Local Domestic Helpers|2017
2222|ABILITY AND COMPANY|致譽僱傭中心|Unit 08, 17th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3168206|lng: 114.1702239|abilityhongkong@gmail.com|25416771| |Foreign Domestic Helpers|2017
2230|UNITED TALENTS EMPLOYMENT AGENCY||Shop 117, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3730140|lng: 114.1164540|uteatsuenwan@gmail.com|36190211|36190212|Foreign Domestic Helpers|2018
2237|MAIDMAID.COM||7th floor, Tower 1, Enterprise Square I, 9 Sheung Yuet Road, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3220434|lng: 114.2079540|maidmaid.com@yahoo.com|93495355|21542158|Foreign Domestic Helpers, Local Domestic Helpers|2017
2239|HONEST HUMAN RESOURCES CENTRE|信盛人力資源中心|Shop 63B, Site 2, Charming Garden, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3145080|lng: 114.1655850|honesthrmike@gmail.com|55296126| |Foreign Domestic Helpers|2017
2243|SOLO EMPLOYMENT AGENCY||Shop 131, Basement, Maxibase, Maximall, 233 Electric Road, North Point, Hong Kong|Eastern District|lat: 22.2909415|lng: 114.1948282|soloemploymentagency@gmail.com|55910060| |Foreign Domestic Helpers|2017
2256|HelperHunt Agency Company||Flat B, 10th floor, Wai King Mansion, 22 Aberdeen Main Road, Aberdeen, Hong Kong|Southern District|lat: 22.2478004|lng: 114.1585313|helperhunt.service@gmail.com|98578901| |Foreign Domestic Helpers, Local Domestic Helpers|2017
2259|SINCERE COMPANY|忠誠菲泰傭公司|Room 1506 & 1512, 15th floor, 655 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3185003|lng: 114.1692486|service@sia-sincere.com.hk|23811199|23811398|Foreign Domestic Helpers, Local Domestic Helpers|2017
2273|MAID SIS|家姐僱傭|Room 05, 14th floor, Hang Bong Commercial Centre, 28 Shanghai Street, Jordan, Kowloon|Yau Tsim Mong District|lat: 22.3039237|lng: 114.1693415|brian@adflyerhk.com|31106862| |Foreign Domestic Helpers, Local Domestic Helpers|2017
2274|MEGA ROBINSON EMPLOYMENT COMPANY||Room 332, 3rd floor, President Commercial Centre, 608 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3164209|lng: 114.1702704|angel_employment@yahoo.com|34898606| |Foreign Domestic Helpers|2017
2276|Caris Caregiver Limited|康利斯護理有限公司|Unit A, 19th floor, On Hing Building, 1 On Hing Terrace, Central, Hong Kong|Central and Western District|lat: 22.2805487|lng: 114.1564993|ben@eslancer.com|28772968|28772969|Foreign Domestic Helpers|2017
2293|EMSON EMPLOYMENT AGENCY|安承僱傭中心|Room 503, 5th floor, Hung Kei Mansion, 5-8 Queen Victoria Street, Central, Hong Kong|Central and Western District|lat: 22.2837729|lng: 114.1558800|daniel@mysweethome.hk|28111515|28111513|Foreign Domestic Helpers|2017
2315|PEACEFUL COMPANY|安逸公司|Block 7, 2nd floor, Fu Cheung Building, 93-109 Yuen Long On Ning Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4459908|lng: 114.0248049|susy_tsw@yahoo.com|67315667|28826206|Foreign Domestic Helpers|2017
2317|DBBC SERVICES||Shop 46, 2nd floor, Cheong Ning Building, 202-216 Sai Lau Kok Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3714100|lng: 114.1199390|dorisbc@hotmail.com|26119515|26119520|Foreign Domestic Helpers, Local Domestic Helpers|2017
2324|Manco Employment Agency|文嘉僱傭|Shop 116, 1st floor, Olympian City 1, 11 Hoi Fai Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3187278|lng: 114.1585954|mancomaids@gmail.com|26900400|26900206|Foreign Domestic Helpers|2017
2326|HKO ARIGATOO PHIL MAIDS||Unit 510, 5th floor, 131-132 Connaught Road West, Sai Wan, Hong Kong|Central and Western District|lat: 22.2879391|lng: 114.1388585|contact@hkophilmaids.com|28167667|28167048|Foreign Domestic Helpers, Local Domestic Helpers|2017
2333|CHAK HANG COMPANY LIMITED|澤行有限公司|Room 14, 1st floor, Hong Lok Square, 8 Yuen Long Hong Lok Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4433347|lng: 114.0269885| |24760868| |Foreign Domestic Helpers|2017
2367|MAID@MAID EXPRESS|速遞僱傭|18th floor, Tin On Sing Commercial Building, 41-43 Graham Street, Central, Hong Kong|Central and Western District|lat: 22.2827690|lng: 114.1532705|CarolWu@maid.express|35908021| |Foreign Domestic Helpers|2017
2374|WONG'S EMPLOYMENT AGENCY COMPANY|黃氏僱傭公司|Shop 29, Ground floor, Kam Tao Arcade, 7 Watson Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.3964280|lng: 114.1094970| |25100511|25122606|Foreign Domestic Helpers, Local Domestic Helpers|2017
2381|PROPICE HUMAN RESOURCES COMPANY|人吉人力資源公司|Room 45, Ground floor, Haven Court, 128-138 Leighton Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2782180|lng: 114.1866510|vh4553@gmail.com|34622633|37050220|Foreign Domestic Helpers|2017
2406|Ahi Employment Center|艾希僱傭中心|1st floor, Charles L Corn Building, 26 Wing Lok Street, Sheung Wan, Hong Kong|Central and Western District|lat: 22.3964280|lng: 114.1094970| | | |Foreign Domestic Helpers, Local Domestic Helpers|2017
2407|IN CITY EMPLOYMENT CENTRE|恆誠僱傭中心|Unit A1B, Ground floor, Tuen Mun Central Square, 22 Hoi Wing Road, Tuen Mun, New Territories|Tuen Mun District|lat: 22.3812970|lng: 113.9719541|incity@yahoo.com|90136699|28662227|Foreign Domestic Helpers|2017
2434|GRACION EMPLOYMENT AGENCY LIMITED|懷信安雇傭中心有限公司|Flat G, 11th floor, Bong Hing Building, 6-20 Sui On Street, Tai Po, New Territories|Tai Po District|lat: 22.4492631|lng: 114.1633965| | | |Foreign Domestic Helpers|2017
2455|CBC EMPLOYMENT AGENCY|卡文僱傭公司|Room 170, 5th floor, Mei Wah Building, 164-170 Johnston Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2764804|lng: 114.1746460|cbc.hk322@gmail.com|27630982|27630902|Foreign Domestic Helpers|2017
2458|Linkhome Limited|安其居有限公司|1st floor, Sai Yeung Tai Lau, 194 Sai Yeung Choi Street South, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3214682|lng: 114.1697166|info@linkhome.hk|56050856|35912134|Foreign Domestic Helpers|2017
2461|FAMILYJOY.HK|寫意僱傭中心|Shop 13, Ground floor, King's Park Lane, 278-288 King's Road, Fortress Hill, Hong Kong|Eastern District|lat: 22.2895820|lng: 114.1950640|familyjoy2008@gmail.com|36223846|37477931|Foreign Domestic Helpers|2017
2469|ONWARD EMPLOYMENT AGENCY|安域僱傭服務公司|Shop 27, Ground floor, Union Plaza, 9 Wo Muk Road, Fanling, New Territories|North District|lat: 22.4999325|lng: 114.1417066|william@onwardemployment.com| | |Foreign Domestic Helpers|2018
2494|THE ONE HELPER AGENCY|美美僱傭中心|Shop C, 1 Temple Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3099450|lng: 114.1707070|theonehelper@hotmail.com|51114393|82662846|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2018
2500|Him Shing Employment Agency|謙誠僱傭中心|Shop 13B, Ground floor, Kai Yip Commercial Complex, Kai Yip Estate, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3284729|lng: 114.2095757|himshingagency@yahoo.com|60954488| |Foreign Domestic Helpers|2018
2501|AETERNA CONSULTANTS|天毅僱傭公司|Shop 35B, 1st floor, Fortune Plaza, 4 On Chee Road, Tai Po, New Territories|Tai Po District|lat: 22.4522150|lng: 114.1679320|foreverbestandy@yahoo.com.hk|36119292|34680055|Foreign Domestic Helpers|2018
2504|EMPIRE HILL EMPLOYMENT LIMITED|崇峰僱傭有限公司|Flat A, 2nd floor, Po Ming Building, 2 Foo Ming Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2785509|lng: 114.1834922| |22334322| |Foreign Domestic Helpers|2018
2505|WAI TO CONSULTANTS COMPANY|偉圖僱傭公司|Flat 02, 2nd floor, Kam Fai Building, 20 Waterloo Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3123100|lng: 114.1698530|tokoko1688@gmail.com|66258969| |Foreign Domestic Helpers|2018
2506|Grand Bee Trade Plus|小蜜蜂商滙|Unit 1, 17th floor, Trust Centre, 912 Cheung Sha Wan Road, Lai Chi Kok, Kowloon|Sham Shui Po District|lat: 22.3370178|lng: 114.1462345|admin@ky-ge.com.hk|23074932|23074936|Foreign Domestic Helpers|2018
2517|WESTLAKE MANPOWER RESOURCES CO.||Room 1802, 18th floor, NPAC, 10 North Point Road, North Point, Hong Kong|Eastern District|lat: 22.2914263|lng: 114.1967664|admin@helpersmarket.hk|60389698| |Foreign Domestic Helpers|2018
2556|YES MOM EMPLOYMENT AGENCY LIMITED||Flat A, 6th floor, Pearl Oriental House, 60 Stanley Street, Central, Hong Kong|Central and Western District|lat: 22.2829510|lng: 114.1548960| |60405858| |Foreign Domestic Helpers, Local Domestic Helpers|2018
2568|BTI COURIER EXPRESS||Room A, 3rd floor, Kam Ma Building, 16 Cameron Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2988645|lng: 114.1741949|superchuiki@hotmail.com|27812933|27711295|Foreign Domestic Helpers, Office Staff / Executive Search|2018
2601|FARDIANSYAH INTERNATIONAL LIMITED||Flat 720, 7th floor, Block B, Bell House, 525-543 Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3134415|lng: 114.1703633|chowjoan208@yahoo.com.hk|91969918|23167589|Foreign Domestic Helpers|2018
2649|TOP QUALITY EMPLOYMENT AGENCY COMPANY|優質良印|Ground floor, 50 Cheung Sha Wan Road, Prince Edward, Kowloon|Yau Tsim Mong District|lat: 22.3278447|lng: 114.1663757|topquality168@gmail.com|91263697|26718889|Foreign Domestic Helpers, Imported Worker|2018
2661|WAI YIP EMPLOYMENT AGENCY LIMITED|偉業僱傭中心有限公司|Mezzanine floor, 37 Heung Sze Wui Street, Tai Po, New Territories|Tai Po District|lat: 22.4465920|lng: 114.1664990|WAIYIP37@GMAIL.COM|98765959| |Foreign Domestic Helpers|2018
2667|CAMBRIDGE CONSULTANTS|劍橋職業顧問|Room 14A, 2nd floor, Waldorf Shopping Centre, 1 Tuen Lee Street, Tuen Mun, New Territories|Tuen Mun District|lat: 22.3918997|lng: 113.9782009|cmabridg888@gmail.com|91238025|26082991|Foreign Domestic Helpers|2018
2675|YUE FAT EMPLOYMENT AGENCE|裕發僱傭公司|Flat 60, 3rd floor, Lee On Building, 56-62 Argyle Street, Mongkok, Kowloon|Yau Tsim Mong District|lat: 22.3194606|lng: 114.1713154|lieyuntek@yahoo.com.hk|95257980|36948898|Foreign Domestic Helpers|2018
2682|Fong Wah Trading Co|豐華貿易公司|Flat B4, 15th floor, Pearl City Mansion, 22-36 Paterson Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2810532|lng: 114.1858291|fongwah_yeung@yahoo.com|27084038|39933850|Foreign Domestic Helpers|2018
2704|HAYSON EMPLOYMENT AGENCY|謙舜僱傭中心|Shop B83, 2nd floor, Hung Hom Square, 37-39 Ma Tau Wai Road, Hung Hom, Kowloon|Kowloon City District|lat: 22.3102544|lng: 114.1877826|haysonagency@gmail.com|96997541| |Foreign Domestic Helpers|2018
2727|Enhancing Employment Centre|卓致家傭服務中心|Shop 3045, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3584385|lng: 114.1274926|thomashhk721@gmail.com| | |Foreign Domestic Helpers|2018
2729|Bangladesh Maid Centre Limited|孟加拉僱傭中心有限公司|Room 1315, Sunbeam Center, 27 Shing Yip Street, Kwun Tong, Kowloon|Kwun Tong District|lat: 22.3097582|lng: 114.2273938|bmc.2018.hk@gmail.com|35952591| |Foreign Domestic Helpers|2018
2731|P.A.L. Employment Agency Limited|麗灣僱傭有限公司|Ground floor, 201 Pak Kong Village, Sai Kung, New Territories|Sai Kung District|lat: 22.3787805|lng: 114.2578480|info@palemployment.com|96855062| |Foreign Domestic Helpers|2018
2733|ASSURANCE SERVICES CO.|宏信服務公司|Shop C50, 2nd floor, Tsuen Fung Centre, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3721119|lng: 114.1193175| |24170798| |Foreign Domestic Helpers, Local Domestic Helpers|2018
2761|TOKO-OK EMPLOYMENT AGENCY|得高好僱傭公司|Shop 11, 1st floor, Pei Ho Building, 115-117 Fuk Wa Street, Sham Shui Po, Kowloon|Southern District|lat: 22.3307445|lng: 114.1632242|ONMAIDS@GMAIL.COM|65533764|27206626|Foreign Domestic Helpers|2018
2767|Alpine Employment Agency|德恩僱傭|5th floor, Cheong Wah Commercial Building, 3-5 Sai Gon Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3069110|lng: 114.1718263|dchu2913@rogers.com|55458501|25411133|Foreign Domestic Helpers|2018
2789|JOY RICH INC LIMITED|達越有限公司|Room 603, 6th floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3681582|lng: 114.1189459| | | |Foreign Domestic Helpers|2018
2792|CCNL Employment Agency Company|滙泉僱傭公司|Room 10A, 1st floor, Jumbo Building, 201 Aberdeen Main Road, Aberdeen, Hong Kong|Southern District|lat: 22.2494217|lng: 114.1549433|ccnl.com.hk@gmail.com|24144116|24146996|Foreign Domestic Helpers|2018
2795|Precise Employment Agency|御用僱傭中心|Unit 1508A, 15th floor, Nan Fung Centre, 298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447| | | |Foreign Domestic Helpers|2018
2797|CREDENCE EMPLOYMENT AGENCY LIMITED|信行雇傭中心有限公司|Room 501, 5th floor, Beverley Commercial Centre, 87-105 Chatham Road South, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3014020|lng: 114.1759366| | | |Foreign Domestic Helpers|2018
2804|V-TAK EMPLOYMENT COMPANY|德仁僱傭公司|Room 1004, 10th floor, David House, 8-20 Nanking Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3062986|lng: 114.1722005|viviantoys@gmail.com|93331112| |Foreign Domestic Helpers|2018
2812|EC5M LIMITED|傭易得有限公司|Flat E, 7th floor, Cheong Lok Building, 199 Cheung Sha Wan Road, Sham Shui Po, Kowloon|Southern District|lat: 22.3300766|lng: 114.1627462|yykeviny@gmail.com|36895007|30138810|Foreign Domestic Helpers|2018
2857|AA HELPER CENTRE|AA僱傭中心|Shop B, Ground floor, 214 Fuk Wing Street, Sham Shui Po, Kowloon|Southern District|lat: 22.3341030|lng: 114.1602010|irenefar123@gmail.com|35689377|35689378|Foreign Domestic Helpers, Local Domestic Helpers|2018
2873|STEER|引領|3rd floor, Bai Yun Building, 10 Wai Ching Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3062039|lng: 114.1674605|steertomove@gmail.com|98503260| |Foreign Domestic Helpers, Office Staff / Executive Search|2018
2879|WAYANG EMPLOYMENT AGENCY CO. LIMITED|樺恩僱傭有限公司|Room 17B, 1st floor, Hunghom Commercial Centre, 37-39 Ma Tau Wai Road, Hung Hom, Kowloon|Kowloon City District|lat: 22.3103460|lng: 114.1880584| | | |Foreign Domestic Helpers|2018
2898|KS EMPLOYMENT CENTRE|金盛僱傭中心|Shop A, Ground floor, IV-IY Marvel Building, 1 Marble Road, North Point, Hong Kong|Eastern District|lat: 22.2917428|lng: 114.1991813| |28131378| |Foreign Domestic Helpers, Imported Worker|2019
2906|DEO EMPLOYMENT AGENCY||Room C, 5th floor, Uwa Building, 18-19 Connaught Road West, Sheung Wan, Hong Kong|Central and Western District|lat: 22.2876477|lng: 114.1493465|hbkincs@gmail.com|90969574| |Foreign Domestic Helpers, Imported Worker|2018
2915|NU PARTNER EMPLOYMENT AGENCY|尚茂顧問公司|Room 1002, 10th floor, Wellborne Commercial Centre, 8 Java Road, North Point, Hong Kong|Eastern District|lat: 22.2910862|lng: 114.1956053| |31517665|28983236|Foreign Domestic Helpers|2018
2925|ANIKA EMPLOYMENT SERVICE CENTRE|安融家僱傭中心|Unit 1205, 12th floor, Eton Tower, 8 Hysan Avenue, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2779621|lng: 114.1848429|homeshome18@gmail.com| | |Foreign Domestic Helpers|2018
2931|Casa Care Employment Agency|家居寶僱傭中心|Shop 8, Ground floor, Chun Chu House, 1 Castle Peak Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4447307|lng: 114.0318435|casacarehk@gmail.com|24732380|24762033|Foreign Domestic Helpers|2018
2953|GOOD SERVICE EMPLOYMENT AGENCY|田宅坊僱傭代理公司|Ground floor, 101 Kwan Tei Tsuen, Fanling, New Territories|North District|lat: 22.5083070|lng: 114.1591950|regin7606@hotmail.com|98102828|26595299|Foreign Domestic Helpers|2018
2959|Pearl Overseas Employment Center|碧美海外僱傭中心|Room 19, 1st floor, Eaton House, 380 Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3080410|lng: 114.1717102|barry@pearlemployment.com|35979449|39092503|Foreign Domestic Helpers|2018
2961|PESI EMPLOYMENT CENTRE|栢斯僱傭中心|Shop 115, 1st floor, La Cite Noble, 1 Ngan O Road, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3135680|lng: 114.2661220|christcc56@yahoo.com.hk|68555814| |Foreign Domestic Helpers|2018
2966|MARLIN EMPLOYMENT AGENCIES|美聯職業介紹所|Unit M2B-3, 7th floor, Kaiser Estate Phase 3, 11 Hok Yuen Street East, Hung Hom, Kowloon|Kowloon City District|lat: 22.3101994|lng: 114.1889872|ss.mary@yahoo.com.hk|91769088| |Foreign Domestic Helpers|2018
2971|GOLDEN CREATION EMPLOYMENT CENTRE|創富通僱傭中心|Unit A103, Ground floor, Well On Garden, 9 Yuk Nga Lane, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3236984|lng: 114.2534684| |69333550| |Foreign Domestic Helpers|2019
2976|WINSON LANE LIMITED|永信隆有限公司|1st floor, Grosvenor Mansion, 112A Austin Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3032240|lng: 114.1724500| |35694237| |Foreign Domestic Helpers, Office Staff / Executive Search|2019
2995|ANLIDA|安利達|Shop 2, Ground floor, 88 Square, 88 Po Heung Street, Tai Po Market, Tai Po, New Territories|Tai Po District|lat: 22.4481996|lng: 114.1666709| |26569183|26569109|Foreign Domestic Helpers|2019
